,Area,Chart,Message,Authority,Date,StartDate,EndDate,BroadcastingDate,GeometryType,Coordinates,lon_centroid,lat_centroid
50059,WESTERN CARIBBEAN SEA./PANAMA.,26060.,SEA FARMS ESTABLISGED IN AREAS BETWEEN: A.  09-42.62N 09-41.00N AND 079-26.24W 079-25.70W. B.  09-42.62N 09-41.00N AND 079-23.54W 079-23.00W. C.  09-42.62N 09-41.00N AND 079-20.84W 079-20.30W. THREE MILE BERTH REQUESTED.//,PANAMA MARITIME,2017-09-19 00:00:00,2018-09-27,2018-09-27,2018-09-27,GeometryCollection,"[(-79.428334, 9.710334, 0.0), (-79.437334, 9.710334, 0.0), (-79.437334, 9.683334, 0.0), (-79.428334, 9.683334, 0.0), (-79.428334, 9.710334, 0.0), (-79.428334, 9.710334, 0.0), (-79.432834, 9.696834, 0.0)]",-79.43246269107412,9.697947926777633
5259,EASTERN SOUTH ATLANTIC.,NO CHART,NAMIBIA. DNC 01. 1. UNDERWATER OPERATIONS IN PROGRESS UNTIL    FURTHER NOTICE BY:    A. M/V MAFUTA IN 28-33.0S 015-55.0E.    B. M/V GARIEP IN 28-30.3S 015-51.5E.    C. M/V GRAND BANKS IN 28-35.9S 015-50.5E.    D. M/V CORAL SEA IN 28-34.9S 015-49.1E.    TWO MILE BERTH REQUESTED. 2. CANCEL HYDROLANT 1742/18.//,NAVAREA VII,2018-06-14 00:00:00,2018-06-20,2018-06-20,2018-06-20,Point,"[(15.841667, -28.598333, 0.0)]",15.841667,-28.598333
15874,NORTH SEA./ENGLAND./DNC 20.,37166.,"1. UNEXPLODED ORDNANCE IN AREA BETWEEN    52-20.0N 52-09.0N AND 002-05.1E 002-34.0E. 2. CANCEL HYDROLANT 1733/18, 1956/18.//",WZ,2018-06-28 00:00:00,2018-07-12,2018-07-12,2018-07-12,GeometryCollection,"[(2.566667, 52.333334, 0.0), (2.085, 52.333334, 0.0), (2.085, 52.15, 0.0), (2.566667, 52.15, 0.0), (2.566667, 52.333334, 0.0), (2.566667, 52.333334, 0.0), (2.325833, 52.241667, 0.0)]",2.3453776387613146,52.249105982896175
31806,EASTERN MEDITERRANEAN SEA.,NO CHART,"EGYPT. DNC 09, DNC 10. 1. SURVEY OPERATIONS IN PROGRESS UNTIL 10 NOV    BY M/V SANCO ATLANTIC TOWING 12000 METER LONG    CABLES IN AREA BOUND BY    31-46.00N 025-25.05E, 33-12.65N 026-08.42E,    33-25.01N 028-59.38E, 33-02.10N 029-07.73E,    33-28.34N 030-38.34E, 32-49.45N 032-51.99E,    31-28.03N 033-58.00E, 31-18.08N 032-38.85E,    31-40.58N 031-54.68E, 31-46.48N 031-10.45E,    31-21.48N 029-22.25E, 31-03.49N 029-14.03E.    NINE MILE BERTH REQUESTED. 2. CANCEL HYDROLANT 2122/18. 3. CANCEL THIS MSG 11 NOV 18.//",NAVAREA III,2018-07-10 00:00:00,2018-08-15,2018-11-11,2018-08-15,GeometryCollection,"[(25.4175, 31.766667, 0.0), (26.140334, 33.210834, 0.0), (28.989667, 33.416834, 0.0), (29.128834, 33.035, 0.0), (30.639, 33.472334, 0.0), (32.8665, 32.824167, 0.0), (33.966667, 31.467167, 0.0), (32.6475, 31.301334, 0.0), (31.911334, 31.676334, 0.0), (31.174167, 31.774667, 0.0), (29.370834, 31.358, 0.0), (29.233834, 31.058167, 0.0), (25.4175, 31.766667, 0.0), (25.4175, 31.766667, 0.0), (29.692083, 32.26525, 0.0)]",29.263945348052317,32.219041600205344
15890,EASTERN MEDITERRANEAN SEA.,NO CHART,"LIBYA. DNC 09. VESSEL, 100 PERSONS ON BOARD, REQUESTING ASSISTANCE IN 33-16N 013-46E AT 010717Z JUL. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE.  REPORTS TO RCC LIBYA PHONE: 21 82 1444 6799, FAX: 21 82 1360 6868 EMAIL: SAR@ANS.CAA.GOV.LY OR LIBYAN NAVY COAST GUARD, PHONE: 21 82 1444 9488, 21 89 2517 9382 FAX: 21 82 1360 6868 E-MAIL: LIBYAN.NAVAL.COMMS.CENTRE@GMAIL.COM OR RCC MALTA, PHONE: 356 2124 9784, FAX: 35 62 1809 860 E-MAIL: RCCMALTA@GOV.MT OR MRCC TUNIS, PHONE: 216 7156 0244, FAX: 216 7156 1804. E-MAIL: TUNISIANNAVY@DEFENCE.TN OR MRCC ROME, PHONE: 3906 5908 4527, 3906 5908 4409, FAX: 390 6592 2737, 3906 5908 4793, E-MAIL: ITMRCC@MIT.GOV.IT.//",MRCC ROME,2018-07-01 00:00:00,2018-07-12,2018-07-12,2018-07-12,Point,"[(13.766667, 33.266667, 0.0)]",13.766667,33.266667
49702,ENGLISH CHANNEL./ENGLAND./DNC 20.,37095.,"1. EXPOSED CABLE IN AREA BOUND BY    50-46.2N 000-18.8W, 50-45.2N 000-19.1W,    50-43.4N 000-18.5W, 50-42.2N 000-16.6W.    WIDE BERTH REQUESTED. 2. CANCEL HYDROLANT 1937/18.//",WZ,2018-07-28 00:00:00,2018-09-27,2018-09-27,2018-09-27,GeometryCollection,"[(-0.313334, 50.77, 0.0), (-0.318334, 50.753334, 0.0), (-0.308334, 50.723334, 0.0), (-0.276667, 50.703334, 0.0), (-0.313334, 50.77, 0.0), (-0.313334, 50.77, 0.0), (-0.2975, 50.736667, 0.0)]",-0.3011821693976036,50.737814259950795
9457,AEGEAN SEA./DNC 09.,NO CHART,"1. HAZARDOUS OPERATIONS 0500Z TO 1300Z DAILY     01 JAN THRU 31 DEC 18 EXCEPT SATURDAYS,     SUNDAYS AND HOLIDAYS IN AREA BOUND BY    37-47N 023-17E, 37-52N 023-22E,    37-50N 023-26E, 37-44N 023-22E. 2. CANCEL THIS MSG 01 JAN 19.//",NAVAREA III,2017-12-30 00:00:00,2018-01-01,2019-01-01,2018-06-28,GeometryCollection,"[(23.283334, 37.783334, 0.0), (23.366667, 37.866667, 0.0), (23.433334, 37.833334, 0.0), (23.366667, 37.733334, 0.0), (23.283334, 37.783334, 0.0), (23.283334, 37.783334, 0.0), (23.358334, 37.8, 0.0)]",23.354356140266837,37.79996039382903
6840,SINGAPORE STRAIT./INDONESIA./DNC 03.,71265.,RACONS OFF AIR AT: A. PULAU BATU PUTCH LIGHT 01-19.8N 104-24.3E. B. RAFFLES LIGHT 01-09.6N 103-44.5E.//,NAVAREA XI,2017-12-31 00:00:00,2018-06-22,2018-06-22,2018-06-22,Point,"[(103.741667, 1.16, 0.0)]",103.741667,1.16
3789,BLACK SEA./ROMANIA./DNC 10.,NO CHART,"1. SURVEY OPERATIONS 11 THRU 15 JUN BY    M/V CPT CDOR ALEXANDRU CATUNEANU TOWING     200 METER LONG CABLE IN AREAS BOUND BY:    A. 45-09.7N 029-49.3E, 45-05.9N 029-59.0E,       45-01.2N 029-55.3E, 45-05.0N 029-45.6E.    B. 44-59.4N 029-39.5E, 45-01.5N 029-48.0E,       44-55.9N 029-50.8E, 44-53.7N 029-42.3E.    C. 44-27.7N 029-28.3E, 44-25.6N 029-32.1E,       44-18.6N 029-24.1E, 44-20.8N 029-20.4E.    ONE MILE BERTH REQUESTED. 2. CANCEL THIS MSG 16 JUN 18.//",NAVAREA III,2018-06-08 00:00:00,2018-06-15,2018-06-16,2018-06-15,GeometryCollection,"[(29.821667, 45.161667, 0.0), (29.983334, 45.098334, 0.0), (29.921667, 45.02, 0.0), (29.76, 45.083334, 0.0), (29.821667, 45.161667, 0.0), (29.821667, 45.161667, 0.0), (29.871667, 45.090833, 0.0)]",29.868244684823463,45.09568202786025
26589,NORTH SEA./SHETLAND ISLANDS./DNC 20.,35066.,1. DEPTHS REPORTED:    A. 11.1 METERS IN 60-15.79N 001-02.73W.    B. 18.7 METERS IN 60-15.94N 001-02.50W.    C. 18.9 METERS IN 60-15.54N 001-02.30W.    D. 15.9 METERS IN 60-25.68N 000-53.99W. 2. CANCEL HYDROLANT 1061/17.//,WZ,2017-05-12 00:00:00,2018-08-03,2018-08-03,2018-08-03,Point,"[(-1.038334, 60.259, 0.0)]",-1.038334,60.259
23037,NORTH SEA./SHETLAND ISLANDS./DNC 20.,35066.,1. DEPTHS REPORTED:    A. 11.1 METERS IN 60-15.79N 001-02.73W.    B. 18.7 METERS IN 60-15.94N 001-02.50W.    C. 18.9 METERS IN 60-15.54N 001-02.30W.    D. 15.9 METERS IN 60-25.68N 000-53.99W. 2. CANCEL HYDROLANT 1061/17.//,WZ,2017-05-12 00:00:00,2018-07-26,2018-07-26,2018-07-26,Point,"[(-1.041667, 60.265667, 0.0)]",-1.041667,60.265667
45665,BEAUFORT SEA./CANADA./DNC 27.,NO CHART,"SCIENTIFIC MOORING, TOP FLOAT 60 METERS,  ESTABLISHED IN 73-54.07N 129-21.23W.//",NAVAREA XVII,2017-09-28 00:00:00,2018-09-19,2018-09-19,2018-09-19,Point,"[(-129.353834, 73.901167, 0.0)]",-129.353834,73.901167
46012,"NORTH PACIFIC. /EAST CHINA SEA. /DNC 12, DNC 23. ",NO CHART,"DISTRESS SIGNALS RECEIVED ON 406 MHZ AT  060621Z SEP IN: A. 26-13-05N 123-15-48E. B. 34-31-04N 162-11-32E. VESSELS IN VICINITY REQUESTED TO KEEP A  SHARP LOOKOUT, ASSIST IF POSSIBLE.  REPORTS TO JAPAN COAST GUARD, PHONE: 812 2365 6957.//",JAPAN COAST GUARD,2018-09-06 00:00:00,2018-09-19,2018-09-19,2018-09-19,Point,"[(123.263334, 26.218056, 0.0)]",123.263334,26.218056
18226,SOUTH CHINA SEA./CHINA./DNC 23.,93690.,PLATFORM ESTABLISHED IN 17-30.1N 111-09.9E.//,NAVAREA XI,2018-05-14 00:00:00,2018-07-17,2018-07-17,2018-07-17,Point,"[(111.165, 17.501667, 0.0)]",111.165,17.501667
26043,EASTERN NORTH ATLANTIC.,NO CHART,"GULF OF CADIZ. CANARY ISLANDS TO SPAIN. DNC 01, DNC 08. 12 METER S/V MATADOR, WHITE HULL, OVERDUE TENERIFE (28-16N 016-36W) TO  HUELVA (37-15N 006-57W). LAST KNOWN POSITION IN 29-41.7N 015-33.9W AT 261758Z JUL. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE.  REPORTS TO MRCC HUELVA, PHONE: 349 592 4300,  E-MAIL: HUELVA@SASEMAR.ES.//",MRCC HUELVA,2018-07-31 00:00:00,2018-08-01,2018-08-01,2018-08-01,GeometryCollection,"[(-16.6, 28.266667, 0.0), (-6.95, 37.25, 0.0), (-15.565, 29.695, 0.0), (-16.6, 28.266667, 0.0), (-16.6, 28.266667, 0.0), (-11.775, 32.758333, 0.0)]",-12.307497439649401,32.35575187268201
26564,EAST SIBERIAN SEA. /RUSSIA. /DNC 27. ,41000.,DEPTHS REPORTED: A. 2.8 METERS IN 69-39-27N 162-18-02E. B. 2.9 METERS IN 69-39-24N 162-18-00E. C. 2.7 METERS IN 69-39-20N 162-17-50E. D. 2.9 METERS IN 69-39-14N 162-17-39E. E. 2.9 METERS IN 69-39-10N 162-17-30E.//,RUSSIA COASTAL WARNING EAST,2018-07-06 00:00:00,2018-08-03,2018-08-03,2018-08-03,Point,"[(162.3, 69.656667, 0.0)]",162.3,69.656667
26359,WESTERN NORTH ATLANTIC./GUYANA.,24380.,"1. SCIENTIFIC MOORING, AT DEPTH 1587 METERS    ESTABLISHED UNTIL 30 SEP 20 IN    08-09.30N 057-07.84W.    WIDE BERTH REQUESTED. 2. SUB-SURFACE SCIENTIFIC MOORINGS ESTABLISHED    UNTIL 30 SEP 20 IN:    A. 07-47.11N 057-06.68W, AT DEPTH 155 METERS.    B. 07-46.60N 057-05.83W, AT DEPTH 138 METERS.    C. 07-46.87N 057-05.24W, AT DEPTH 183 METERS.    WIDE BERTH REQUESTED. 3. BOTTOM SCIENTIFIC MOORINGS ESTABLISHED UNTIL    30 SEP 20 IN:    A. 07-34.65N 057-18.66W, AT DEPTH 60 METERS.    B. 07-26.72N 057-12.65W, AT DEPTH 55 METERS.    C. 07-29.13N 057-24.63W, AT DEPTH 50 METERS.    D. 07-15.69N 057-15.79W, AT DEPTH 45 METERS.    E. 07-01.07N 057-47.29W, AT DEPTH 22 METERS.    F. 06-42.28N 057-25.31W, AT DEPTH 20 METERS.    G. 06-54.59N 057-47.20W, AT DEPTH 18 METERS.    H. 06-59.46N 057-56.70W, AT DEPTH 15 METERS.    WIDE BERTH REQUESTED. 4. CANCEL NAVAREA IV 324/16. 5. CANCEL THIS MSG 01 OCT 20.//",GUYANA,2017-11-16 00:00:00,2018-08-01,2020-10-01,2018-08-01,Point,"[(-57.4105, 7.4855, 0.0)]",-57.4105,7.4855
16125,SOUTH CHINA SEA./GULF OF THAILAND./VIETNAM./DNC 03.,NO CHART,"MAN OVERBOARD FROM F/V BT 97760 TS IN  07-40N 103-40E ON 052000Z JUL. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE. REPORTS TO MRCC VIETNAM, FAX: 8422 5398 1615, E-MAIL: HPLES-GMDSS@HPLES.COM.VN.//",MRCC VIETNAM,2018-07-07 00:00:00,2018-07-12,2018-07-12,2018-07-12,Point,"[(103.666667, 7.666667, 0.0)]",103.666667,7.666667
23376,ARABIAN SEA./INDIA./DNC 03.,NO CHART,"1. HAZARDOUS OPERATIONS 0900Z TO 1200Z DAILY 17,    20, 24, 27, 31 AND 1230Z TO 1430Z DAILY    20 AND 27 JUL IN AREA BOUND BY    09-57.5N 075-59.5E, 09-57.7N 076-14.2E,    09-44.0N 076-17.5E, 09-42.5N 076-09.5E. 2. CANCEL THIS MSG 311300Z JUL 18.//",NAVAREA VIII,2018-07-13 00:00:00,2018-07-26,2018-07-31,2018-07-26,GeometryCollection,"[(75.991667, 9.958334, 0.0), (76.236667, 9.961667, 0.0), (76.291667, 9.733334, 0.0), (76.158334, 9.708334, 0.0), (75.991667, 9.958334, 0.0), (75.991667, 9.958334, 0.0), (76.141667, 9.835, 0.0)]",76.14053392977807,9.86161800105172
659,EASTERN NORTH PACIFIC./COLOMBIA.,22050.,"OBSTRUCTIONS REPORTED IN: A. 01-53-42N 078-44-26W, 11.1 METERS. B. 01-52-59N 078-45-08W, 15.9 METERS. C. 01-52-35N 078-45-22W, 14.6 METERS. D. 01-52-33N 078-45-08W, 11.7 METERS. E. 01-51-21N 078-44-39W, 6.9 METERS. F. 01-51-22N 078-46-59W, 16.2 METERS. G. 01-50-45N 078-48-21W, 20.0 METERS.//",COLOMBIA,2017-11-18 00:00:00,2018-06-01,2018-06-01,2018-06-01,Point,"[(-78.752223, 1.875834, 0.0)]",-78.752223,1.875834
8694,HUDSON BAY./CANADA./DNC 28.,NO CHART,"SIX PERSONS REQUESTING ASSISTANCE ON WALRUS ISLAND (61-58.22N 092-29.60W). VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE.  REPORTS TO JRCC TRENTON, TELEX: 210662282, PHONE: 613 965 3870, FAX: 613 965 7190.//",JRCC TRENTON,2018-06-16 00:00:00,2018-06-27,2018-06-27,2018-06-27,Point,"[(-92.493334, 61.970334, 0.0)]",-92.493334,61.970334
50440,EASTERN NORTH ATLANTIC./MOROCCO./DNC 08.,NO CHART,"14 METER S/V ATAKTOS, WHITE HULL, TWO PERSONS ON BOARD, UNREPORTED IN VICINITY 34-07N 08-13W. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE.  REPORTS TO MRCC MADRID, PHONE: 349 1755 9132, 349 1755 9133, E-MAIL: CNCS@SASEMAR.ES.//",MRCC MADRID,2018-09-25 00:00:00,2018-09-28,2018-09-28,2018-09-28,Point,"[(-8.216667, 34.116667, 0.0)]",-8.216667,34.116667
35517,EAST SIBERIAN SEA. /RUSSIA. /DNC 27. ,41000.,DEPTHS REPORTED: A. 4.2 METERS IN 69-41-30N 162-21-46E. B. 4.0 METERS IN 69-40-08N 162-19-50E. C. 4.0 METERS IN 69-40-03N 162-19-18E. D. 2.8 METERS IN 69-39-56N 162-18-45E. E. 4.0 METERS IN 69-39-51N 162-18-53E. F. 2.7 METERS IN 69-39-43N 162-18-27E. G. 4.2 METERS IN 69-39-41N 162-18-42E. H. 3.7 METERS IN 69-39-33N 162-18-25E. I. 3.7 METERS IN 69-39-17N 162-17-57E. J. 3.6 METERS IN 69-39-06N 162-17-29E. K. 3.5 METERS IN 69-39-00N 162-17-09E.//,RUSSIA COASTAL WARNING EAST,2018-07-06 00:00:00,2018-08-24,2018-08-24,2018-08-24,Point,"[(162.306945, 69.659167, 0.0)]",162.306945,69.659167
18240,EASTERN SOUTH PACIFIC./CHILE./DNC 07.,NO CHART,1. NAVTEX STATION MAGALLANES (E) 52-55.7S 070-53.4W    OFF AIR. 2. NAVTEX STATION PUERTO MONTT (D) 41-47.1S 073-52.8W    ASSUMES CONTROL.//,NAVAREA XV,2018-06-14 00:00:00,2018-07-17,2018-07-17,2018-07-17,Point,"[(-70.89, -52.928333, 0.0)]",-70.89,-52.928333
12855,EAST SIBERIAN SEA. /RUSSIA. /DNC 27. ,41000.,DEPTHS REPORTED: A. 3.6 METERS IN 69-38-56N 162-12-52E. B. 3.9 METERS IN 69-38-59N 162-12-41E. C. 3.4 METERS IN 69-38-50N 162-12-37E. D. 3.4 METERS IN 69-38-57N 162-12-26E. E. 3.2 METERS IN 69-38-57N 162-12-02E. F. 2.6 METERS IN 69-38-54N 162-11-37E.//,RUSSIA COASTAL WARNING EAST,2018-07-06 00:00:00,2018-07-06,2018-07-06,2018-07-06,Point,"[(162.193611, 69.648334, 0.0)]",162.193611,69.648334
33005,EASTERN CARIBBEAN SEA./TRINIDAD./TOBAGO.,"24400,","1. LIGHTS UNLIT:    A. THE SISTERS 11-20.0N 060-38.8W.    B. BOOBY POINT 11-11.0N 060-48.7W.    C. SMITH'S ISLAND 11-11.1N 060-39.0W.    D. PETITE MATELOT PT. 10-49.5N 061-07.5W.    E. SAUT D'EAU ISLAND 10-46.2N 061-30.7W.    F. LE CHAPEAU ROCK 10-42.4N 061-40.5W.    G. POINT DE CABRAS, HUEVOS, S. HEAD 10-41.2N 061-43.2W.    H. SOLDADO ROCK 10-04.6N 062-00.9W.    I. ST GILES ISLAND LIGHT 11-21.4N 060-31.0W.    J. LITTLE TOBAGO 11-17.8N 060-29.6W. 2. CANCEL NAVAREA IV 159/17, 38/18.//",TRINIDAD,2018-02-06 00:00:00,2018-08-16,2018-08-16,2018-08-16,Point,"[(-61.125, 10.825, 0.0)]",-61.125,10.825
4592,BAY OF BENGAL./INDIA-EAST COAST./DNC 03.,63290.,SALVAGE OPERATIONS IN PROGRESS UNTIL FURTHER NOTICE VICINITY 17-42N 083-21.2E. WIDE BERTH REQUESTED.//,NAVAREA VIII,2016-07-08 00:00:00,2018-06-19,2018-06-19,2018-06-19,Point,"[(83.353334, 17.7, 0.0)]",83.353334,17.7
43943,WESTERN SOUTH ATLANTIC. /DNC 01.,NO CHART,"1. HAZARDOUS OPERATIONS 170600Z TO 212100Z SEP     IN AREA BOUND BY     24-09S 041-10W, 24-42S 039-33W,    26-14S 040-12W, 25-37S 041-57W,    24-18S 041-24W. 2. CANCEL THIS MSG 212200Z SEP 18.//",NAVAREA V COASTAL S,2018-09-12 00:00:00,2018-09-13,2018-09-21,2018-09-13,GeometryCollection,"[(-41.166667, -24.15, 0.0), (-39.55, -24.7, 0.0), (-40.2, -26.233333, 0.0), (-41.95, -25.616666, 0.0), (-41.4, -24.3, 0.0), (-41.166667, -24.15, 0.0), (-41.166667, -24.15, 0.0), (-40.75, -25.191667, 0.0)]",-40.772164629189874,-25.10774633066406
7874,CANADA.,NO CHART,"1. RADIOFACSIMILE FREQUENCIES 3253 KHZ, 4292 KHZ,     7710 KHZ AND 8456 KHZ DISCONTINUED AT MCTS    IQALUIT:    A. CENTER (63-43.8N 068-32.7W).    B. REMOTE STATION RESOLUTE (74-45.0N 094-58.0W).    C. REMOTE STATION INUVIK (68-19.0N 133-35.0W). 2. CANCEL NAVAREA IV 459/18.//",NAVAREA XVIII UPDATE,2018-06-08 00:00:00,2018-06-25,2018-06-25,2018-06-25,Point,"[(-133.583334, 68.316667, 0.0)]",-133.583334,68.316667
50662,EASTERN CARIBBEAN SEA.,"25400,",DANGEROUS SUBMERGED ROCKS IN: A. LEAST DEPTH 5.2 METERS 12-23.42N 061-29.40W. B. LEAST DEPTH 4.2 METERS 12-12.89N 061-36.22W. C. LEAST DEPTH 3.3 METERS 12-12.50N 061-36.15W. D. LEAST DEPTH 5.5 METERS 13-18.49N 061-14.18W.//,UKHO,2017-02-10 00:00:00,2018-09-28,2018-09-28,2018-09-28,Point,"[(-61.6025, 12.208334, 0.0)]",-61.6025,12.208334
24417,BEAUFORT SEA./CANADA./DNC 27.,15926.,"SUB-SURFACE SCIENTIFIC MOORINGS ESTABLISHED IN: A. 69-46.31N 139-15.49W, TOP FLOAT 26 METRES.  B. 69-54.53N 138-59.95W, TOP FLOAT 390 METRES. C. 70-02.91N 138-47.69W, TOP FLOAT 230 METRES. D. 70-15.10N 138-47.47W, TOP FLOAT 390 METRES.  E. 70-51.79N 135-01.45W, TOP FLOAT 35 METRES.  F. 70-00.09N 135-29.42W, TOP FLOAT 638 METRES.//",NAVAREA XVII,2017-10-08 00:00:00,2018-07-30,2018-07-30,2018-07-30,Point,"[(-138.999167, 69.908834, 0.0)]",-138.999167,69.908834
37390,MOZAMBIQUE CHANNEL./MOZAMBIQUE./DNC 02.,61160.,ILHA DE MAFAMEDE LIGHT 16-21.2S 40-01.8E UNLIT.//,NAVAREA VII,2018-07-31 00:00:00,2018-08-28,2018-08-28,2018-08-28,Point,"[(40.03, -16.353333, 0.0)]",40.03,-16.353333
9329,NORTH PACIFIC.,NO CHART,"HAWAII. MISSILES. 1. INTERMITTENT MISSILE FIRING OPERATIONS CONDUCTED    BY THE PACIFIC MISSILE RANGE FACILITY (PMRF),    BARKING SANDS, KAUAI, HAWAII, IN WHISKEY 188 (W-188)    OPERATING AREA. OPERATIONS ARE CONDUCTED PERIODICALLY    THROUGHOUT EACH WEEK IN AREA BOUND BY    22-00.0N 159-51.0W, 22-00.0N 160-00.0W,    22-04.0N 160-06.0W, 21-59.5N 160-21.0W,    22-05.0N 161-35.0W, 22-45.0N 161-25.0W,    22-56.0N 161-49.0W, 23-34.0N 161-18.6W,    23-57.0N 160-41.0W, 25-41.0N 161-36.0W,    26-00.0N 159-58.0W, 25-47.0N 158-15.0W,    23-54.0N 158-15.0W, 22-20.0N 159-09.0W,    22-21.0N 159-30.0W, 22-13.0N 159-42.0W. 2. VESSELS MAY BE REQUESTED TO ALTER COURSE DUE TO    FIRING OPERATIONS AND ARE REQUESTED TO CONTACT    ""PACIFIC MISSILE RANGE BARKING SANDS"" ON VHF    MARINE BAND CHANNEL 16 OR HF 2182 KHZ PRIOR    TO ENTERING THE ABOVE BOUNDARIES. IF UNABLE    TO CONTACT PMRF PRIOR TO ENTERING OR WHILE IN    THE WARNING AREA, RELAY MESSAGES THROUGH    U.S. COAST GUARD HONOLULU. 3. VESSELS INBOUND AND OUTBOUND FOR HAWAIIAN PORTS    WILL CREATE THE LEAST INTERFERENCE TO FIRING    OPERATIONS AS WELL AS ENHANCE VESSEL SAFETY    BY PASSING SOUTH OF THE ISLANDS OF KAUAI    AND NIIHAU DURING SPECIFIED TIMES. 4. CANCEL NAVAREA XII 374/17.//",PACMISRANFAC,2018-03-16 00:00:00,2018-06-27,2018-06-27,2018-06-27,GeometryCollection,"[(-159.85, 22.0, 0.0), (-160.0, 22.0, 0.0), (-160.1, 22.066667, 0.0), (-160.35, 21.991667, 0.0), (-161.583334, 22.083334, 0.0), (-161.416667, 22.75, 0.0), (-161.816667, 22.933334, 0.0), (-161.31, 23.566667, 0.0), (-160.683334, 23.95, 0.0), (-161.6, 25.683334, 0.0), (-159.966667, 26.0, 0.0), (-158.25, 25.783334, 0.0), (-158.25, 23.9, 0.0), (-159.15, 22.333334, 0.0), (-159.5, 22.35, 0.0), (-159.7, 22.216667, 0.0), (-159.85, 22.0, 0.0), (-159.85, 22.0, 0.0), (-160.033333, 23.995833, 0.0)]",-160.0511948895717,23.91224056538916
2384,NORTH SEA. /ENGLAND. /DNC 20. ,37140.,UNEXPLODED ORDNANCE IN: A. 52-03.5N 001-37.1E. B. 52-03.1N 001-36.3E.//,WZ,2018-06-12 00:00:00,2018-06-13,2018-06-13,2018-06-13,Point,"[(1.618334, 52.058334, 0.0)]",1.618334,52.058334
43427,BAY OF BENGAL.,NO CHART,"SRI LANKA. DNC 03. 1. SURVEY OPERATIONS IN PROGRESS UNTIL     151730Z OCT BY M/V BGP PIONEER TOWING SIX MILE    LONG CABLE IN AREA BOUND BY    07-35.5N 081-56.2E, 09-05.3N 081-01.2E,    10-31.8N 080-30.8E, 10-59.4N 081-46.5E,    09-18.6N 082-30.6E, 07-48.8N 083-00.0E.    EIGHT MILE BERTH REQUESTED. 2. CANCEL HYDROPAC 3193/18. 3. CANCEL THIS MSG 151830Z OCT 18.//",NAVAREA VIII,2018-09-02 00:00:00,2018-09-10,2018-10-15,2018-09-10,GeometryCollection,"[(81.936667, 7.591667, 0.0), (81.02, 9.088334, 0.0), (80.513334, 10.53, 0.0), (81.775, 10.99, 0.0), (82.51, 9.31, 0.0), (83.0, 7.813334, 0.0), (81.936667, 7.591667, 0.0), (81.936667, 7.591667, 0.0), (81.756667, 9.290833, 0.0)]",81.7920022618006,9.138151105048768
50670,EASTERN CARIBBEAN SEA./ANGUILLA.,25600.,"DANGEROUS SUBMERGED ROCKS IN: A. 18-16.5N 063-08.2W, LEAST DEPTH 6.9 METERS. B. 18-16.3N 062-59.6W, LEAST DEPTH 9.8 METERS. C. 18-14.9N 063-04.4W, LEAST DEPTH 6.3 METERS. D. 18-15.3N 063-04.1W, LEAST DEPTH 7.8 METERS. E. 18-15.4N 063-03.9W, LEAST DEPTH 11.5 METERS.//",UKHO,2017-02-15 00:00:00,2018-09-28,2018-09-28,2018-09-28,Point,"[(-63.065, 18.256667, 0.0)]",-63.065,18.256667
30803,BERING STRAIT./DNC 27.,"16190,","1. SCIENTIFIC MOORINGS ESTABLISHED:    A. A3-17, IN 66-19.59N 168-57.13W AT 56 METERS,       TOP FLOAT 15 METERS.    B. A2-17, IN 65-46.88N 168-34.08W AT 55 METERS,       TOP FLOAT 15 METERS.    C. A4-17, IN 65-44.76N 168-15.78W AT 48 METERS,       TOP FLOAT 15 METERS. 2. CANCEL NAVAREA XII 215/16.//",REBECCA WOODGATE,2017-07-11 00:00:00,2018-08-13,2018-08-13,2018-08-13,Point,"[(-168.952167, 66.3265, 0.0)]",-168.952167,66.3265
49831,"WESTERN SOUTH ATLANTIC./SCOTIA SEA./DRAKE PASSAGE./DNC 01, DNC 07, DNC 29.",NO CHART,"1. ICEBERGS REPORTED IN:    A. B15T, 57-14S 031-03W.    B. B09F, 61-48S 054-32W.    C. A57A, 62-30S 056-00W.    D. 57-38S 045-12W.    E. 56-38S 046-00W.    F. 55-57S 043-23W.    G. 56-29S 045-44W.    H. 58-03S 042-02W.    I. 61-06S 063-39W. 2. CANCEL THIS MSG 280355Z SEP 18.//",NAVAREA VI,2018-09-27 00:00:00,2018-09-27,2018-09-28,2018-09-27,Point,"[(-45.733334, -56.483333, 0.0)]",-45.733334,-56.483333
33559,WESTERN NORTH PACIFIC.,NO CHART,GUAM. DNC 12. 1. NAVTEX STATION GUAM (V) 13-28.6N 144-50.1E OFF AIR. 2. CANCEL HYDROPAC 2481/18.//,COMCOGARD SECTOR GUAM,2018-07-14 00:00:00,2018-08-17,2018-08-17,2018-08-17,Point,"[(144.835, 13.476667, 0.0)]",144.835,13.476667
