,Label
24577,8
24578,8
24579,1
24580,8
24581,1
24582,3
24583,9
24584,8
24585,3
24586,3
24587,3
24588,3
24589,3
24590,9
24591,3
24592,8
24593,3
24594,7
24595,7
24596,2
24597,4
24598,3
24599,3
24600,3
24601,7
24602,8
24603,3
24604,3
24605,3
24606,7
24607,3
24608,3
24609,3
24610,7
24611,3
24612,7
24613,3
24614,3
24615,3
24616,3
24617,3
24618,3
24619,3
24620,3
24621,7
24622,3
24623,3
24624,3
24625,3
24626,3
24627,3
24628,8
24629,4
24630,4
24631,4
24632,4
24633,4
24634,4
24635,4
24636,4
24637,4
24638,4
24639,3
24640,7
24641,6
24642,3
24643,5
24644,1
24645,1
24646,1
24647,2
24648,2
24649,9
24650,6
24651,3
24652,7
24653,7
24654,6
24655,4
24656,1
24657,2
24658,2
24659,4
24660,3
24661,3
24662,9
24663,1
24664,1
24665,2
24666,1
24667,5
24668,8
24669,9
24670,7
24671,4
24672,2
24673,2
24674,5
24675,1
24676,1
24677,7
24678,7
24679,7
24680,7
24681,7
24682,2
24683,1
24684,2
24685,1
24686,9
24687,9
24688,1
24689,1
24690,9
24691,2
24692,1
24693,1
24694,1
24695,1
24696,1
24697,1
24698,1
24699,1
24700,1
24701,1
24702,1
24703,6
24704,2
24705,2
24706,1
24707,3
24708,2
24709,2
24710,2
24711,1
24712,4
24713,7
24714,1
24715,2
24716,9
24717,1
24718,7
24719,4
24720,8
24721,7
24722,6
24723,6
24724,6
24725,6
24726,4
24727,3
24728,7
24729,1
24730,1
24731,1
24732,7
24733,6
24734,2
24735,3
24736,2
24737,3
24738,2
24739,3
24740,1
24741,1
24742,1
24743,9
24744,3
24745,3
24746,2
24747,3
24748,4
24749,1
24750,1
24751,8
24752,8
24753,8
24754,8
24755,8
24756,8
24757,8
24758,8
24759,8
24760,3
24761,8
24762,8
24763,8
24764,8
24765,8
24766,8
24767,7
24768,7
24769,9
24770,3
24771,3
24772,3
24773,3
24774,1
24775,3
24776,3
24777,3
24778,9
24779,8
24780,4
24781,9
24782,3
24783,3
24784,3
24785,3
24786,3
24787,3
24788,3
24789,3
24790,3
24791,1
24792,3
24793,3
24794,3
24795,3
24796,3
24797,3
24798,3
24799,3
24800,3
24801,3
24802,3
24803,3
24804,3
24805,3
24806,3
24807,3
24808,3
24809,2
24810,8
24811,3
24812,3
24813,3
24814,8
24815,8
24816,8
24817,8
24818,8
24819,8
24820,8
24821,3
24822,8
24823,8
24824,8
24825,3
24826,8
24827,8
24828,8
24829,8
24830,8
24831,8
24832,8
24833,8
24834,7
24835,8
24836,8
24837,8
24838,8
24839,8
24840,8
24841,8
24842,8
24843,8
24844,8
24845,8
24846,3
24847,3
24848,3
24849,3
24850,6
24851,6
24852,6
24853,1
24854,1
24855,1
24856,1
24857,1
24858,1
24859,1
24860,4
24861,4
24862,1
24863,2
24864,2
24865,4
24866,1
24867,1
24868,1
24869,1
24870,1
24871,1
24872,1
24873,1
24874,1
24875,1
24876,1
24877,1
24878,1
24879,1
24880,1
24881,1
24882,1
24883,1
24884,1
24885,7
24886,1
24887,1
24888,1
24889,1
24890,1
24891,1
24892,4
24893,6
24894,8
24895,1
24896,7
24897,7
24898,7
24899,7
24900,7
24901,7
24902,7
24903,1
24904,0
24905,0
24906,0
24907,0
24908,0
24909,0
24910,0
24911,0
24912,0
24913,0
24914,0
24915,0
24916,0
24917,3
24918,3
24919,3
24920,0
24921,7
24922,4
24923,2
24924,1
24925,1
24926,1
24927,7
24928,1
24929,3
24930,3
24931,3
24932,3
24933,3
24934,3
24935,3
24936,3
24937,3
24938,3
24939,3
24940,3
24941,0
24942,0
24943,2
24944,2
24945,2
24946,1
24947,7
24948,7
24949,7
24950,7
24951,7
24952,7
24953,7
24954,7
24955,7
24956,7
24957,7
24958,7
24959,1
24960,2
24961,7
24962,1
24963,1
24964,1
24965,7
24966,1
24967,1
24968,1
24969,1
24970,1
24971,4
24972,4
24973,2
24974,2
24975,2
24976,3
24977,3
24978,3
24979,7
24980,1
24981,1
24982,1
24983,9
24984,3
24985,9
24986,7
24987,0
24988,2
24989,3
24990,3
24991,3
24992,3
24993,3
24994,3
24995,3
24996,3
24997,3
24998,3
24999,3
25000,3
25001,3
25002,3
25003,3
25004,9
25005,9
25006,7
25007,7
25008,3
25009,3
25010,3
25011,3
25012,3
25013,3
25014,3
25015,3
25016,4
25017,4
25018,4
25019,4
25020,4
25021,8
25022,8
25023,4
25024,4
25025,4
25026,4
25027,4
25028,4
25029,4
25030,4
25031,4
25032,4
25033,6
25034,6
25035,6
25036,6
25037,6
25038,7
25039,7
25040,7
25041,2
25042,2
25043,4
25044,4
25045,4
25046,4
25047,4
25048,4
25049,4
25050,7
25051,7
25052,7
25053,7
25054,7
25055,3
25056,1
25057,2
25058,2
25059,2
25060,3
25061,8
25062,7
25063,3
25064,8
25065,8
25066,8
25067,8
25068,8
25069,8
25070,8
25071,8
25072,6
25073,6
25074,6
25075,6
25076,5
25077,5
25078,6
25079,6
25080,6
25081,6
25082,6
25083,6
25084,6
25085,6
25086,6
25087,6
25088,6
25089,6
25090,6
25091,6
25092,4
25093,4
25094,4
25095,4
25096,6
25097,6
25098,6
25099,6
25100,6
25101,6
25102,6
25103,6
25104,6
25105,6
25106,6
25107,6
25108,6
25109,6
25110,6
25111,6
25112,6
25113,6
25114,6
25115,6
25116,6
25117,6
25118,6
25119,9
25120,9
25121,9
25122,3
25123,4
25124,4
25125,4
25126,4
25127,4
25128,4
25129,4
25130,4
25131,4
25132,4
25133,4
25134,4
25135,4
25136,4
25137,4
25138,4
25139,4
25140,4
25141,4
25142,4
25143,4
25144,4
25145,3
25146,3
25147,2
25148,2
25149,3
25150,3
25151,3
25152,9
25153,3
25154,3
25155,8
25156,8
25157,8
25158,4
25159,8
25160,4
25161,4
25162,1
25163,4
25164,4
25165,3
25166,4
25167,4
25168,4
25169,4
25170,4
25171,4
25172,4
25173,4
25174,4
25175,4
25176,4
25177,4
25178,4
25179,4
25180,4
25181,4
25182,4
25183,4
25184,2
25185,1
25186,9
25187,1
25188,1
25189,2
25190,7
25191,4
25192,4
25193,4
25194,4
25195,1
25196,8
25197,8
25198,8
25199,8
25200,8
25201,8
25202,8
25203,8
25204,8
25205,8
25206,8
25207,8
25208,8
25209,8
25210,8
25211,8
25212,8
25213,8
25214,8
25215,8
25216,2
25217,7
25218,7
25219,2
25220,2
25221,2
25222,7
25223,1
25224,7
25225,2
25226,2
25227,2
25228,4
25229,1
25230,7
25231,1
25232,6
25233,2
25234,1
25235,7
25236,3
25237,2
25238,7
25239,3
25240,3
25241,3
25242,7
25243,3
25244,2
25245,7
25246,7
25247,3
25248,8
25249,7
25250,7
25251,2
25252,7
25253,7
25254,6
25255,3
25256,1
25257,3
25258,3
25259,3
25260,3
25261,9
25262,2
25263,3
25264,1
25265,3
25266,3
25267,3
25268,8
25269,8
25270,8
25271,8
25272,8
25273,8
25274,8
25275,1
25276,8
25277,1
25278,3
25279,9
25280,8
25281,3
25282,3
25283,3
25284,3
25285,3
25286,9
25287,3
25288,8
25289,3
25290,7
25291,7
25292,2
25293,4
25294,3
25295,3
25296,3
25297,7
25298,8
25299,3
25300,3
25301,3
25302,7
25303,3
25304,3
25305,3
25306,7
25307,3
25308,7
25309,3
25310,3
25311,3
25312,3
25313,3
25314,3
25315,3
25316,3
25317,7
25318,3
25319,3
25320,3
25321,8
25322,3
25323,6
25324,3
25325,3
25326,9
25327,9
25328,8
25329,1
25330,4
25331,4
25332,4
25333,4
25334,4
25335,4
25336,4
25337,4
25338,4
25339,4
25340,9
25341,5
25342,3
25343,3
25344,9
25345,8
25346,3
25347,3
25348,3
25349,5
25350,1
25351,1
25352,1
25353,2
25354,2
25355,9
25356,6
25357,3
25358,7
25359,7
25360,6
25361,4
25362,1
25363,2
25364,2
25365,4
25366,3
25367,3
25368,9
25369,1
25370,1
25371,2
25372,1
25373,5
25374,8
25375,9
25376,7
25377,4
25378,2
25379,2
25380,5
25381,1
25382,1
25383,7
25384,7
25385,7
25386,7
25387,7
25388,2
25389,1
25390,2
25391,1
25392,9
25393,9
25394,1
25395,1
25396,9
25397,2
25398,1
25399,1
25400,1
25401,1
25402,1
25403,1
25404,1
25405,1
25406,1
25407,1
25408,1
25409,6
25410,2
25411,2
25412,1
25413,3
25414,2
25415,2
25416,2
25417,1
25418,4
25419,7
25420,1
25421,2
25422,9
25423,1
25424,7
25425,4
25426,8
25427,7
25428,6
25429,6
25430,6
25431,6
25432,4
25433,3
25434,7
25435,1
25436,1
25437,1
25438,7
25439,6
25440,2
25441,3
25442,2
25443,3
25444,2
25445,3
25446,1
25447,1
25448,1
25449,9
25450,3
25451,3
25452,2
25453,3
25454,4
25455,1
25456,1
25457,8
25458,8
25459,8
25460,8
25461,8
25462,8
25463,8
25464,8
25465,8
25466,3
25467,8
25468,8
25469,8
25470,8
25471,8
25472,8
25473,7
25474,7
25475,9
25476,3
25477,3
25478,3
25479,3
25480,1
25481,3
25482,3
25483,3
25484,9
25485,8
25486,4
25487,9
25488,3
25489,3
25490,3
25491,3
25492,3
25493,3
25494,3
25495,3
25496,3
25497,1
25498,3
25499,3
25500,3
25501,3
25502,3
25503,3
25504,3
25505,3
25506,3
25507,3
25508,3
25509,3
25510,3
25511,3
25512,3
25513,3
25514,3
25515,2
25516,3
25517,3
25518,3
25519,8
25520,8
25521,8
25522,8
25523,8
25524,8
25525,8
25526,3
25527,8
25528,8
25529,8
25530,3
25531,8
25532,8
25533,8
25534,8
25535,8
25536,8
25537,8
25538,8
25539,7
25540,8
25541,8
25542,8
25543,8
25544,8
25545,8
25546,8
25547,8
25548,8
25549,8
25550,8
25551,3
25552,9
25553,3
25554,3
25555,3
25556,3
25557,4
25558,3
25559,3
25560,3
25561,3
25562,6
25563,6
25564,6
25565,1
25566,1
25567,1
25568,1
25569,1
25570,1
25571,1
25572,4
25573,4
25574,1
25575,2
25576,2
25577,4
25578,1
25579,1
25580,1
25581,1
25582,1
25583,1
25584,1
25585,1
25586,1
25587,1
25588,1
25589,1
25590,1
25591,1
25592,1
25593,1
25594,1
25595,1
25596,1
25597,7
25598,1
25599,1
25600,1
25601,1
25602,1
25603,1
25604,4
25605,6
25606,8
25607,1
25608,7
25609,7
25610,7
25611,7
25612,7
25613,7
25614,7
25615,1
25616,0
25617,0
25618,0
25619,0
25620,0
25621,0
25622,0
25623,0
25624,0
25625,0
25626,0
25627,0
25628,0
25629,3
25630,3
25631,3
25632,0
25633,7
25634,4
25635,2
25636,1
25637,1
25638,1
25639,7
25640,1
25641,3
25642,3
25643,3
25644,3
25645,3
25646,3
25647,3
25648,3
25649,3
25650,3
25651,3
25652,3
25653,0
25654,0
25655,2
25656,2
25657,2
25658,1
25659,7
25660,7
25661,7
25662,7
25663,7
25664,7
25665,7
25666,7
25667,7
25668,7
25669,7
25670,7
25671,1
25672,2
25673,7
25674,1
25675,1
25676,1
25677,7
25678,1
25679,1
25680,1
25681,1
25682,1
25683,4
25684,4
25685,2
25686,2
25687,2
25688,3
25689,3
25690,3
25691,7
25692,1
25693,1
25694,1
25695,9
25696,3
25697,9
25698,7
25699,0
25700,2
25701,3
25702,3
25703,3
25704,3
25705,3
25706,3
25707,3
25708,3
25709,3
25710,3
25711,3
25712,3
25713,3
25714,3
25715,3
25716,9
25717,9
25718,7
25719,7
25720,3
25721,3
25722,3
25723,3
25724,3
25725,3
25726,3
25727,3
25728,3
25729,8
25730,8
25731,3
25732,4
25733,4
25734,4
25735,4
25736,4
25737,4
25738,4
25739,4
25740,4
25741,4
25742,4
25743,4
25744,4
25745,4
25746,4
25747,6
25748,6
25749,6
25750,6
25751,6
25752,7
25753,7
25754,7
25755,2
25756,2
25757,4
25758,4
25759,4
25760,4
25761,4
25762,4
25763,4
25764,7
25765,7
25766,7
25767,7
25768,7
25769,3
25770,1
25771,2
25772,2
25773,2
25774,3
25775,8
25776,7
25777,3
25778,8
25779,8
25780,8
25781,8
25782,8
25783,8
25784,8
25785,8
25786,6
25787,6
25788,6
25789,6
25790,5
25791,5
25792,6
25793,6
25794,6
25795,6
25796,6
25797,6
25798,6
25799,6
25800,6
25801,6
25802,6
25803,6
25804,6
25805,6
25806,4
25807,4
25808,4
25809,4
25810,6
25811,6
25812,6
25813,6
25814,6
25815,6
25816,6
25817,6
25818,6
25819,6
25820,6
25821,6
25822,6
25823,6
25824,6
25825,6
25826,6
25827,6
25828,6
25829,6
25830,6
25831,6
25832,6
25833,9
25834,9
25835,9
25836,3
25837,4
25838,4
25839,4
25840,4
25841,4
25842,4
25843,4
25844,4
25845,4
25846,4
25847,4
25848,4
25849,4
25850,4
25851,4
25852,4
25853,4
25854,4
25855,4
25856,4
25857,4
25858,4
25859,3
25860,3
25861,2
25862,2
25863,3
25864,3
25865,3
25866,9
25867,3
25868,3
25869,8
25870,8
25871,9
25872,8
25873,4
25874,8
25875,4
25876,4
25877,1
25878,4
25879,4
25880,3
25881,4
25882,4
25883,4
25884,4
25885,4
25886,4
25887,4
25888,4
25889,4
25890,4
25891,4
25892,4
25893,4
25894,4
25895,4
25896,4
25897,4
25898,4
25899,2
25900,1
25901,9
25902,1
25903,1
25904,2
25905,7
25906,4
25907,4
25908,4
25909,4
25910,1
25911,8
25912,8
25913,8
25914,8
25915,8
25916,8
25917,8
25918,8
25919,8
25920,8
25921,8
25922,8
25923,8
25924,8
25925,8
25926,8
25927,8
25928,8
25929,8
25930,8
25931,2
25932,7
25933,7
25934,2
25935,2
25936,2
25937,7
25938,1
25939,7
25940,2
25941,2
25942,2
25943,4
25944,1
25945,7
25946,1
25947,6
25948,2
25949,1
25950,7
25951,3
25952,2
25953,7
25954,3
25955,3
25956,3
25957,7
25958,3
25959,2
25960,7
25961,7
25962,3
25963,8
25964,7
25965,7
25966,2
25967,7
25968,7
25969,6
25970,3
25971,1
25972,3
25973,3
25974,3
25975,3
25976,9
25977,3
25978,1
25979,3
25980,3
25981,3
25982,8
25983,8
25984,8
25985,1
25986,1
25987,3
25988,9
25989,8
25990,3
25991,3
25992,3
25993,3
25994,3
25995,9
25996,8
25997,3
25998,7
25999,7
26000,2
26001,4
26002,3
26003,3
26004,3
26005,7
26006,8
26007,3
26008,3
26009,7
26010,3
26011,3
26012,3
26013,7
26014,3
26015,7
26016,3
26017,3
26018,3
26019,3
26020,3
26021,3
26022,3
26023,3
26024,7
26025,3
26026,3
26027,3
26028,8
26029,3
26030,6
26031,3
26032,3
26033,9
26034,9
26035,8
26036,1
26037,9
26038,5
26039,9
26040,8
26041,3
26042,3
26043,3
26044,5
26045,5
26046,8
26047,7
26048,8
26049,8
26050,8
26051,8
26052,8
26053,9
26054,5
26055,3
26056,4
26057,4
26058,4
26059,4
26060,4
26061,4
26062,4
26063,4
26064,4
26065,4
26066,3
26067,3
26068,3
26069,8
26070,2
26071,5
26072,1
26073,1
26074,1
26075,2
26076,2
26077,9
26078,6
26079,3
26080,7
26081,7
26082,6
26083,4
26084,1
26085,2
26086,2
26087,4
26088,3
26089,3
26090,9
26091,1
26092,1
26093,2
26094,1
26095,5
26096,8
26097,9
26098,7
26099,4
26100,2
26101,2
26102,5
26103,1
26104,1
26105,7
26106,7
26107,7
26108,7
26109,7
26110,2
26111,1
26112,2
26113,1
26114,9
26115,9
26116,1
26117,1
26118,9
26119,2
26120,1
26121,1
26122,1
26123,1
26124,1
26125,1
26126,1
26127,1
26128,1
26129,1
26130,1
26131,6
26132,2
26133,2
26134,1
26135,3
26136,2
26137,2
26138,2
26139,1
26140,4
26141,7
26142,1
26143,2
26144,9
26145,1
26146,7
26147,4
26148,8
26149,7
26150,6
26151,6
26152,6
26153,6
26154,4
26155,3
26156,7
26157,1
26158,1
26159,1
26160,7
26161,6
26162,2
26163,3
26164,2
26165,3
26166,2
26167,3
26168,1
26169,1
26170,1
26171,9
26172,3
26173,3
26174,2
26175,3
26176,4
26177,1
26178,1
26179,3
26180,7
26181,7
26182,9
26183,3
26184,3
26185,3
26186,1
26187,3
26188,3
26189,3
26190,9
26191,4
26192,9
26193,3
26194,3
26195,3
26196,3
26197,3
26198,3
26199,3
26200,3
26201,3
26202,1
26203,3
26204,3
26205,3
26206,3
26207,3
26208,3
26209,3
26210,3
26211,3
26212,3
26213,3
26214,3
26215,3
26216,3
26217,3
26218,3
26219,2
26220,3
26221,3
26222,8
26223,8
26224,8
26225,8
26226,3
26227,8
26228,8
26229,8
26230,3
26231,8
26232,8
26233,8
26234,8
26235,8
26236,8
26237,8
26238,8
26239,7
26240,8
26241,8
26242,8
26243,8
26244,8
26245,8
26246,8
26247,8
26248,8
26249,3
26250,9
26251,3
26252,3
26253,3
26254,3
26255,3
26256,3
26257,3
26258,7
26259,8
26260,3
26261,9
26262,9
26263,9
26264,9
26265,9
26266,3
26267,3
26268,3
26269,8
26270,3
26271,5
26272,8
26273,3
26274,6
26275,6
26276,6
26277,1
26278,1
26279,1
26280,1
26281,1
26282,1
26283,1
26284,4
26285,4
26286,1
26287,2
26288,2
26289,4
26290,1
26291,1
26292,1
26293,1
26294,1
26295,1
26296,1
26297,1
26298,1
26299,1
26300,1
26301,1
26302,1
26303,1
26304,1
26305,1
26306,1
26307,1
26308,1
26309,7
26310,1
26311,1
26312,1
26313,1
26314,1
26315,1
26316,4
26317,6
26318,8
26319,1
26320,7
26321,7
26322,7
26323,7
26324,7
26325,7
26326,7
26327,1
26328,0
26329,0
26330,0
26331,0
26332,0
26333,0
26334,0
26335,0
26336,0
26337,0
26338,0
26339,0
26340,0
26341,3
26342,3
26343,3
26344,0
26345,7
26346,4
26347,2
26348,1
26349,1
26350,1
26351,7
26352,1
26353,3
26354,3
26355,3
26356,3
26357,3
26358,3
26359,3
26360,3
26361,3
26362,3
26363,3
26364,3
26365,0
26366,0
26367,2
26368,2
26369,2
26370,1
26371,7
26372,7
26373,7
26374,7
26375,7
26376,7
26377,7
26378,7
26379,7
26380,7
26381,7
26382,7
26383,1
26384,2
26385,7
26386,1
26387,1
26388,1
26389,7
26390,1
26391,1
26392,1
26393,1
26394,1
26395,4
26396,4
26397,2
26398,2
26399,2
26400,3
26401,3
26402,3
26403,7
26404,1
26405,1
26406,1
26407,9
26408,3
26409,9
26410,7
26411,0
26412,2
26413,3
26414,3
26415,3
26416,3
26417,3
26418,3
26419,3
26420,3
26421,3
26422,3
26423,3
26424,3
26425,3
26426,3
26427,3
26428,9
26429,9
26430,7
26431,7
26432,3
26433,3
26434,3
26435,3
26436,3
26437,3
26438,3
26439,3
26440,8
26441,8
26442,3
26443,4
26444,4
26445,4
26446,4
26447,4
26448,4
26449,4
26450,4
26451,4
26452,4
26453,4
26454,4
26455,4
26456,4
26457,4
26458,6
26459,6
26460,6
26461,6
26462,6
26463,7
26464,7
26465,7
26466,2
26467,2
26468,4
26469,4
26470,4
26471,4
26472,4
26473,4
26474,4
26475,7
26476,7
26477,7
26478,7
26479,7
26480,3
26481,1
26482,2
26483,2
26484,2
26485,3
26486,7
26487,3
26488,8
26489,8
26490,8
26491,8
26492,8
26493,8
26494,8
26495,6
26496,6
26497,6
26498,6
26499,5
26500,5
26501,6
26502,6
26503,6
26504,6
26505,6
26506,6
26507,6
26508,6
26509,6
26510,6
26511,6
26512,6
26513,6
26514,6
26515,4
26516,4
26517,4
26518,4
26519,6
26520,6
26521,6
26522,6
26523,6
26524,6
26525,6
26526,6
26527,6
26528,6
26529,6
26530,6
26531,6
26532,6
26533,6
26534,6
26535,6
26536,6
26537,6
26538,6
26539,6
26540,6
26541,6
26542,9
26543,9
26544,9
26545,3
26546,4
26547,4
26548,4
26549,4
26550,4
26551,4
26552,4
26553,4
26554,4
26555,4
26556,4
26557,4
26558,4
26559,4
26560,4
26561,4
26562,4
26563,4
26564,4
26565,4
26566,4
26567,4
26568,3
26569,3
26570,2
26571,2
26572,3
26573,3
26574,3
26575,9
26576,3
26577,3
26578,8
26579,4
26580,8
26581,4
26582,4
26583,1
26584,4
26585,4
26586,3
26587,4
26588,4
26589,4
26590,4
26591,4
26592,4
26593,4
26594,4
26595,4
26596,4
26597,4
26598,4
26599,4
26600,4
26601,4
26602,4
26603,4
26604,4
26605,2
26606,1
26607,9
26608,1
26609,1
26610,2
26611,7
26612,4
26613,4
26614,4
26615,4
26616,1
26617,8
26618,8
26619,8
26620,8
26621,8
26622,8
26623,8
26624,8
26625,8
26626,8
26627,8
26628,8
26629,8
26630,8
26631,8
26632,8
26633,8
26634,8
26635,8
26636,8
26637,2
26638,7
26639,7
26640,2
26641,2
26642,7
26643,1
26644,7
26645,4
26646,1
26647,7
26648,1
26649,6
26650,2
26651,1
26652,7
26653,3
26654,7
26655,3
26656,3
26657,7
26658,3
26659,2
26660,7
26661,7
26662,3
26663,8
26664,7
26665,7
26666,2
26667,7
26668,7
26669,6
26670,3
26671,1
26672,3
26673,3
26674,3
26675,3
26676,9
26677,3
26678,3
26679,3
26680,3
26681,8
26682,8
26683,8
26684,1
26685,3
26686,9
26687,8
26688,3
26689,3
26690,3
26691,3
26692,3
26693,9
26694,8
26695,3
26696,7
26697,2
26698,4
26699,3
26700,3
26701,3
26702,8
26703,3
26704,3
26705,7
26706,3
26707,3
26708,3
26709,7
26710,3
26711,7
26712,3
26713,3
26714,3
26715,3
26716,3
26717,3
26718,3
26719,3
26720,3
26721,8
26722,3
26723,6
26724,3
26725,3
26726,1
26727,9
26728,8
26729,3
26730,3
26731,3
26732,5
26733,5
26734,8
26735,7
26736,8
26737,8
26738,8
26739,8
26740,8
26741,5
26742,3
26743,3
26744,3
26745,3
26746,8
26747,8
26748,5
26749,7
26750,3
26751,3
26752,2
26753,2
26754,2
26755,8
26756,2
26757,4
26758,4
26759,4
26760,4
26761,4
26762,8
26763,4
26764,4
26765,4
26766,4
26767,4
26768,3
26769,8
26770,8
26771,5
26772,1
26773,1
26774,1
26775,2
26776,2
26777,9
26778,6
26779,3
26780,7
26781,7
26782,6
26783,4
26784,1
26785,2
26786,2
26787,4
26788,3
26789,3
26790,9
26791,1
26792,1
26793,2
26794,1
26795,5
26796,8
26797,9
26798,7
26799,4
26800,2
26801,2
26802,5
26803,1
26804,1
26805,7
26806,7
26807,7
26808,7
26809,7
26810,2
26811,1
26812,2
26813,1
26814,9
26815,9
26816,1
26817,1
26818,9
26819,2
26820,1
26821,1
26822,1
26823,1
26824,1
26825,1
26826,1
26827,1
26828,1
26829,1
26830,1
26831,6
26832,2
26833,2
26834,1
26835,3
26836,2
26837,2
26838,2
26839,1
26840,4
26841,7
26842,1
26843,2
26844,9
26845,1
26846,7
26847,4
26848,8
26849,7
26850,6
26851,6
26852,6
26853,6
26854,4
26855,3
26856,7
26857,1
26858,1
26859,1
26860,7
26861,6
26862,2
26863,3
26864,2
26865,2
26866,3
26867,1
26868,1
26869,1
26870,9
26871,3
26872,3
26873,2
26874,3
26875,4
26876,1
26877,1
26878,3
26879,7
26880,7
26881,9
26882,3
26883,3
26884,3
26885,1
26886,3
26887,3
26888,9
26889,4
26890,9
26891,3
26892,3
26893,3
26894,3
26895,3
26896,3
26897,3
26898,3
26899,3
26900,1
26901,3
26902,3
26903,3
26904,3
26905,3
26906,3
26907,3
26908,3
26909,3
26910,3
26911,3
26912,3
26913,3
26914,3
26915,3
26916,3
26917,2
26918,3
26919,3
26920,8
26921,8
26922,3
26923,8
26924,8
26925,3
26926,8
26927,8
26928,8
26929,8
26930,8
26931,8
26932,8
26933,8
26934,7
26935,8
26936,8
26937,8
26938,8
26939,8
26940,8
26941,8
26942,3
26943,3
26944,3
26945,3
26946,3
26947,3
26948,3
26949,3
26950,7
26951,8
26952,3
26953,9
26954,9
26955,9
26956,9
26957,9
26958,3
26959,3
26960,3
26961,8
26962,5
26963,8
26964,8
26965,3
26966,3
26967,3
26968,3
26969,3
26970,7
26971,3
26972,7
26973,6
26974,6
26975,6
26976,1
26977,1
26978,1
26979,1
26980,1
26981,1
26982,1
26983,4
26984,4
26985,1
26986,2
26987,2
26988,4
26989,1
26990,1
26991,1
26992,1
26993,1
26994,1
26995,1
26996,1
26997,1
26998,1
26999,1
27000,1
27001,1
27002,1
27003,1
27004,1
27005,1
27006,1
27007,1
27008,7
27009,1
27010,1
27011,1
27012,1
27013,1
27014,1
27015,4
27016,6
27017,8
27018,1
27019,7
27020,7
27021,7
27022,7
27023,7
27024,7
27025,7
27026,1
27027,0
27028,0
27029,0
27030,0
27031,0
27032,0
27033,0
27034,0
27035,0
27036,0
27037,0
27038,0
27039,0
27040,3
27041,3
27042,3
27043,0
27044,7
27045,4
27046,2
27047,1
27048,1
27049,1
27050,7
27051,1
27052,3
27053,3
27054,3
27055,3
27056,3
27057,3
27058,3
27059,3
27060,3
27061,3
27062,3
27063,3
27064,0
27065,0
27066,2
27067,2
27068,2
27069,1
27070,7
27071,7
27072,7
27073,7
27074,7
27075,7
27076,7
27077,7
27078,7
27079,7
27080,7
27081,7
27082,1
27083,2
27084,7
27085,1
27086,1
27087,1
27088,7
27089,1
27090,1
27091,1
27092,1
27093,1
27094,4
27095,4
27096,2
27097,2
27098,2
27099,3
27100,3
27101,3
27102,7
27103,1
27104,1
27105,1
27106,9
27107,3
27108,9
27109,7
27110,0
27111,2
27112,3
27113,3
27114,3
27115,3
27116,3
27117,3
27118,3
27119,3
27120,3
27121,3
27122,3
27123,3
27124,3
27125,3
27126,3
27127,9
27128,9
27129,7
27130,7
27131,3
27132,3
27133,3
27134,3
27135,3
27136,3
27137,3
27138,3
27139,3
27140,8
27141,8
27142,7
27143,4
27144,4
27145,4
27146,4
27147,3
27148,9
27149,9
27150,9
27151,9
27152,9
27153,8
27154,8
27155,4
27156,4
27157,4
27158,4
27159,4
27160,4
27161,4
27162,4
27163,4
27164,4
27165,6
27166,6
27167,6
27168,6
27169,6
27170,7
27171,7
27172,7
27173,2
27174,2
27175,4
27176,4
27177,4
27178,4
27179,4
27180,4
27181,4
27182,7
27183,7
27184,7
27185,7
27186,7
27187,3
27188,1
27189,2
27190,2
27191,2
27192,3
27193,7
27194,3
27195,8
27196,8
27197,8
27198,8
27199,8
27200,8
27201,8
27202,9
27203,9
27204,9
27205,9
27206,8
27207,8
27208,8
27209,6
27210,6
27211,6
27212,6
27213,5
27214,5
27215,6
27216,6
27217,6
27218,6
27219,6
27220,6
27221,6
27222,6
27223,6
27224,6
27225,6
27226,6
27227,6
27228,6
27229,4
27230,4
27231,4
27232,4
27233,6
27234,6
27235,6
27236,6
27237,6
27238,6
27239,6
27240,6
27241,6
27242,6
27243,6
27244,6
27245,6
27246,6
27247,6
27248,6
27249,6
27250,6
27251,6
27252,6
27253,6
27254,6
27255,6
27256,9
27257,9
27258,9
27259,3
27260,4
27261,4
27262,4
27263,4
27264,4
27265,4
27266,4
27267,4
27268,4
27269,4
27270,4
27271,4
27272,4
27273,4
27274,4
27275,4
27276,4
27277,4
27278,4
27279,4
27280,4
27281,4
27282,3
27283,2
27284,2
27285,3
27286,3
27287,3
27288,9
27289,3
27290,3
27291,2
27292,8
27293,4
27294,8
27295,4
27296,4
27297,1
27298,4
27299,4
27300,3
27301,4
27302,4
27303,4
27304,4
27305,4
27306,4
27307,4
27308,4
27309,4
27310,4
27311,4
27312,4
27313,4
27314,4
27315,4
27316,4
27317,4
27318,4
27319,2
27320,1
27321,9
27322,1
27323,1
27324,2
27325,7
27326,4
27327,4
27328,4
27329,4
27330,1
27331,8
27332,8
27333,8
27334,8
27335,8
27336,8
27337,8
27338,8
27339,8
27340,8
27341,8
27342,8
27343,8
27344,8
27345,8
27346,8
27347,8
27348,8
27349,8
27350,8
27351,2
27352,7
27353,2
27354,2
27355,7
27356,1
27357,7
27358,4
27359,1
27360,7
27361,1
27362,6
27363,2
27364,1
27365,7
27366,3
27367,7
27368,3
27369,3
27370,7
27371,3
27372,2
27373,7
27374,7
27375,3
